,bundestag_id,nachname,vorname,wp,fraktion,full_name,twitter_handle,account_type,activity
706,11005255,Wenzel,Stefan,20,Gruene,Stefan Wenzel,StefWenzel,person,1.0
707,11005256,Werner,Lena,20,SPD,Lena Werner,thereallenzii,person,1.0
708,11004931,Westig,Nicole,20,FDP,Nicole Westig,NicoleWestig,person,1.0
709,11004442,Westphal,Bernd,20,SPD,Bernd Westphal,BerndWestphal4,person,1.0
710,11004932,Weyel,Harald,20,AFD,Harald Weyel,h_weyel,person,0.0
711,11004443,Whittaker,Kai,20,CDU,Kai Whittaker,Kai_Whittaker,person,1.0
712,11003259,Widmann-Mauz,Annette,20,CDU,Annette Widmann-Mauz,AWidmannMauz,person,1.0
713,11004933,Wiehle,Wolfgang,20,AFD,Wolfgang Wiehle,WolfgangWiehle,person,1.0
714,11005257,Wiener,Klaus,20,CDU,Klaus Wiener,KlausWiener,person,1.0
715,11004444,Wiese,Dirk,20,SPD,Dirk Wiese,DirkWieseSPD,person,1.0
718,11005258,Winkler,Tobias,20,CDU,Tobias Winkler,TobiasWINKLER_,person,1.0
719,11005259,Winklmann,Tina,20,Gruene,Tina Winklmann,TinaWinklmann,person,1.0
720,11004936,Wirth,Christian,20,AFD,Christian Wirth,ChrWirthMdB,person,1.0
721,11003702,Wissing,Volker,20,FDP,Volker Wissing,Wissing,person,1.0
722,11005260,Wissler,Janine,20,Linke,Janine Wissler,Janine_Wissler,person,1.0
723,11004937,Witt,Uwe,20,AFD,Uwe Witt,Witt_Uwe,person,1.0
726,11005263,Wulf,Mareike Lotte,20,CDU,Mareike Lotte Wulf,MareikeWulf,person,1.0
727,11005264,Wundrak,Joachim,20,AFD,Joachim Wundrak,JoachimWundrak,person,1.0
730,11005265,Ziegler,Kay-Uwe,20,AFD,Kay-Uwe Ziegler,KayUweZiegler71,person,1.0
731,11004938,Ziemiak,Paul,20,CDU,Paul Ziemiak,PaulZiemiak,person,1.0
732,11004453,Zierke,Stefan,20,SPD,Stefan Zierke,zierke,person,1.0
733,11004603,Zimmermann,Jens,20,SPD,Jens Zimmermann,JensZSPD,person,1.0
734,11005266,Zippelius,Nicolas,20,CDU,Nicolas Zippelius,NZippelius,person,1.0
735,11005267,Zorn,Armand,20,SPD,Armand Zorn,ArmandZorn,person,1.0
