bundestag_id;nachname;vorname;wp;fraktion;twitter_handle;account_type
11005086;Hönel;Bruno;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Bruno_Hoenel;person
11005087;Hoppermann;Franziska;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;FHoppermann;person
11005088;Hostert;Jasmina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;JasminaHostert;person
11005089;Hubertz;Verena;20;Fraktion der Sozialdemokratischen Partei Deutschlands;verenahubertz;person
11005090;Hümpfer;Markus;20;Fraktion der Sozialdemokratischen Partei Deutschlands;HumpferMarkus;person
11005091;Huy;Gerrit;20;Alternative für Deutschland;GerritHuy;person
11005092;Janich;Steffen;20;Alternative für Deutschland;;person
11005093;Janssen;Anne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005094;Jurisch;Ann-Veruschka;20;Fraktion der Freien Demokratischen Partei;avjurisch;person
11005095;Kaddor;Lamya;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;LamyaKaddor;person
11005096;Karaahmetoğlu;Macit;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Macit_SPD;person
11005097;Kasper;Carlos;20;Fraktion der Sozialdemokratischen Partei Deutschlands;CarlosKasperMdB;person
11005098;Kassautzki;Anna;20;Fraktion der Sozialdemokratischen Partei Deutschlands;annakassautzki;person
11005099;Kaufmann;Malte;20;Alternative für Deutschland;MalteKaufmann;person
11005100;Kaufmann;Michael;20;Alternative für Deutschland;KaufmannAfD;person
11005101;Keller;Rainer Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands;RainerKellerWES;person
11005102;Kellner;Michael;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;MiKellner;person
11005103;Kersten;Franziska;20;Fraktion der Sozialdemokratischen Partei Deutschlands;FKerstenMdB;person
11005104;Khan;Misbah;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Bina_Khan_;person
11005105;Kleebank;Helmut;20;Fraktion der Sozialdemokratischen Partei Deutschlands;helmut_kleebank;person
11005106;Klein;Ottilie;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Ottilie_Klein;person
11005107;Klinck;Kristian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005108;Klose;Annika;20;Fraktion der Sozialdemokratischen Partei Deutschlands;AnniKlose;person
11005109;Klüssendorf;Tim;20;Fraktion der Sozialdemokratischen Partei Deutschlands;timkluessendorf;person
11005110;König;Anne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;AnneKoenig_;person
11005111;Kopf;Chantal;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;chantal_kopf;person
11005112;Koß;Simona;20;Fraktion der Sozialdemokratischen Partei Deutschlands;SimonaMdB;person
11005113;Kraft;Laura;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;laura_kraft_;person
11005114;Krämer;Philip;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;PhiKraemer;person
11005115;Kreiser;Dunja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005116;Kröber;Martin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;MartinKroeber;person
11005117;Kruse;Michael;20;Fraktion der Freien Demokratischen Partei;krusehamburg;person
11005118;Kuban;Tilman;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;TKuban96;person
11005119;Kühnert;Kevin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;KuehniKev;person
11005120;Lahrkamp;Sarah;20;Fraktion der Sozialdemokratischen Partei Deutschlands;SLahrkamp;person
11005121;Lang;Ricarda;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Ricarda_Lang;person
11005122;Larem;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands;andreaslarem;person
11005123;Latendorf;Ina;20;Fraktion DIE LINKE.;;person
11005124;Leiser;Kevin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;KLHohenlohe;person
11005125;Lenders;Jürgen;20;Fraktion der Freien Demokratischen Partei;JurgenLenders;person
11005126;Lenk;Barbara;20;Alternative für Deutschland;;person
11005127;Leye;Christian;20;Fraktion DIE LINKE.;christian_leye;person
11005128;Licina-Bode;Luiza;20;Fraktion der Sozialdemokratischen Partei Deutschlands;BodeLuiza;person
11005129;Lieb;Thorsten;20;Fraktion der Freien Demokratischen Partei;ThorstenLieb;person
11005130;Liebert;Anja;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;anja_liebert;person
11005131;Limbacher;Esra;20;Fraktion der Sozialdemokratischen Partei Deutschlands;EsraLimbacher;person
11005132;Limburg;Helge;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Helge_Limburg;person
11005133;Loop;Denise;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;denise_loop;person
11005134;Lucks;Max;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;max_lucks;person
11005135;Lugk;Bettina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;BettinaLugk;person
11005136;Lütke;Kristine;20;Fraktion der Freien Demokratischen Partei;kristine_lutke;person
11005137;Machalet;Tanja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;TMachalet;person
11005138;Mack;Klaus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005139;Malottki;Erik;20;Fraktion der Sozialdemokratischen Partei Deutschlands;EVMGreifswald;person
11005140;Mann;Holger;20;Fraktion der Sozialdemokratischen Partei Deutschlands;HolgerMannLE;person
11005141;Mansoori;Kaweh;20;Fraktion der Sozialdemokratischen Partei Deutschlands;El_KaWeh_;person
11005142;Martens;Zanda;20;Fraktion der Sozialdemokratischen Partei Deutschlands;ZandaMartens;person
11005143;Marvi;Parsa;20;Fraktion der Sozialdemokratischen Partei Deutschlands;ParsaMarvi;person
11005144;Mascheck;Franziska;20;Fraktion der Sozialdemokratischen Partei Deutschlands;f_mascheck;person
11005145;Mayer;Zoe;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;zoe_gruene;person
11005146;Mayer-Lay;Volker;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;VMayer_Lay;person
11005147;Mehltretter;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Mehli;person
11005148;Mehmet Ali;Takis;20;Fraktion der Sozialdemokratischen Partei Deutschlands;TakisMehmetAli;person
11005149;Menge;Susanne;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;;person
11005150;Merten;Anikó;20;Fraktion der Freien Demokratischen Partei;AnikoMerten;person
11005151;Mesarosch;Robin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;mesarosch;person
11005152;Michaelsen;Swantje Henrike;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;SwantjeMichael1;person
11005153;Michel;Kathrin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Kthrn_Mchl_SPD;person
11005154;Mieves;Matthias David;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005155;Mijatović;Boris;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;borismijatovic;person
11005156;Moncsek;Mike;20;Alternative für Deutschland;Mike_Moncsek;person
11005157;Moosdorf;Matthias;20;Alternative für Deutschland;MMoosdorf;person
11005158;Mordhorst;Maximilian;20;Fraktion der Freien Demokratischen Partei;maxmordhorst;person
11005159;Mörseburg;Maximilian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;maxmoerseburg;person
11005160;Müller;Florian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;FlorianMM;person
11005161;Müller;Michael;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005162;Müller;Sascha;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;SaschaMuller;person
11005163;Nacke;Stefan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005164;Nanni;Sara;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;SaraNanni;person
11005165;Nasr;Rasha;20;Fraktion der Sozialdemokratischen Partei Deutschlands;rasha_nasr_;person
11005166;Naujok;Edgar;20;Alternative für Deutschland;edgar_naujok;person
11005167;Nick;Ophelia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;OpheliaNick;person
11005168;Nickholz;Brian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;BrianNickholz;person
11005169;Nürnberger;Jörg;20;Fraktion der Sozialdemokratischen Partei Deutschlands;joergnurnberger;person
11005170;Oehl;Lennard;20;Fraktion der Sozialdemokratischen Partei Deutschlands;lennardoehl;person
11005171;Oppelt;Moritz;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;MoritzOppelt;person
11005172;Otte;Karoline;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;karo_otte;person
11005173;Pahlke;Julian;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;J_Pahlke;person
11005174;Pantazis;Christos;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Dr_Pantazis;person
11005175;Papenbrock;Wiebke;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005176;Papendieck;Mathias;20;Fraktion der Sozialdemokratischen Partei Deutschlands;M_Papendieck;person
11005177;Pawlik;Natalie;20;Fraktion der Sozialdemokratischen Partei Deutschlands;natalie_pawlik;person
11005178;Peick;Jens;20;Fraktion der Sozialdemokratischen Partei Deutschlands;JensPeick;person
11005179;Philippi;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands;PhilippiSpd;person
11005180;Piechotta;Paula;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;PaulaPiechotta;person
11005181;Plobner;Jan;20;Fraktion der Sozialdemokratischen Partei Deutschlands;JanPlobner;person
11005182;Plum;Martin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;MartinPlumMdB;person
11005183;Redder;Volker;20;Fraktion der Freien Demokratischen Partei;docredder;person
11005184;Rehbaum;Henning;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;HenningRehbaum;person
11005185;Reichel;Markus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;MarkusReichelDD;person
11005186;Reichinnek;Heidi;20;Fraktion DIE LINKE.;HeidiReichinnek;person
11005187;Reinalter;Anja;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;;person
11005188;Rhie;Ye-One;20;Fraktion der Sozialdemokratischen Partei Deutschlands;YeOne_Rhie;person
11005189;Rinck;Frank;20;Alternative für Deutschland;;person
11005190;Rohwer;Lars;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005191;Roloff;Sebastian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;SebRoloff;person
11005192;Rosenthal;Jessica;20;Fraktion der Sozialdemokratischen Partei Deutschlands;jessi_rosenthal;person
11005193;Röwekamp;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;TR_Bremen;person
11005194;Rudolph;Thorsten;20;Fraktion der Sozialdemokratischen Partei Deutschlands;jethoru;person
11005195;Rudolph;Tina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005197;Taher Saleh;Kassem;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;kassem_ts;person
11005198;Santos Firnhaber;Catarina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;CatarinaDosSa;person
11005199;Schäfer;Ingo;20;Fraktion der Sozialdemokratischen Partei Deutschlands;ingoschaeferspd;person
11005200;Schäfer;Jamila;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;jamila_anna;person
11005201;Schäfer;Sebastian;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;sebastian_es_;person
11005202;Schamber;Rebecca;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005203;Schattner;Bernd;20;Alternative für Deutschland;Schattner_MdB;person
11005204;Schätzl;Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands;SchaetzlJo;person
11005205;Schenderlein;Christiane;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;schenderleinmdb;person
11005206;Schierenbeck;Peggy;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005207;Schisanowski;Timo;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005208;Schmid;Christoph;20;Fraktion der Sozialdemokratischen Partei Deutschlands;kratermensch;person
11005209;Schmidt;Eugen;20;Alternative für Deutschland;AfDrus;person
11005210;Schmidt;Jan Wenzel;20;Alternative für Deutschland;jws_afd;person
11005211;Schneider;Daniel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;schneider_cux;person
11005212;Schönberger;Marlene;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;lime_green_leni;person
11005213;Schreider;Christian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005214;Schröder;Christina-Johanne;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;cj_schroeder;person
11005215;Schröder;Ria;20;Fraktion der Freien Demokratischen Partei;ria_schroeder;person
11005216;Schulz;Anja;20;Fraktion der Freien Demokratischen Partei;_anja_schulz;person
11005217;Schulze;Svenja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;SvenjaSchulze68;person
11005218;Schwarz;Armin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;ArminSchwarz;person
11005219;Seidler;Stefan;20;Fraktionslos;stefan_seidler;person
11005220;Seiter;Stephan;20;Fraktion der Freien Demokratischen Partei;StSeiter;person
11005221;Seitzl;Lina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Lina_Seitzl;person
11005222;Sekmen;Melis;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Melis_S;person
11005223;Semet;Rainer;20;Fraktion der Freien Demokratischen Partei;RainerSemet;person
11005224;Slawik;Nyke;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;nyke_slawik;person
11005225;Spallek;Anne Monika;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;AnneSpallek;person
11005226;Spellerberg;Merle;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;spellerberg_m;person
11005227;Stahr;Nina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;ninastahr;person
11005228;Steffen;Till;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;till_steffen;person
11005229;Stegner;Ralf;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Ralf_Stegner;person
11005230;Steinmüller;Hanna;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;HanSteinmueller;person
11005231;Sthamer;Nadja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;nadjasthamer;person
11005232;Stöber;Klaus;20;Alternative für Deutschland;;person
11005233;Stöcker;Diana;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005234;Stockmeier;Konrad;20;Fraktion der Freien Demokratischen Partei;KonradStockmei1;person
11005235;Stumpp;Christina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005236;Stüwe;Ruppert;20;Fraktion der Sozialdemokratischen Partei Deutschlands;stuewer;person
11005237;Tesfaiesus;Awet;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;AwetTesfaiesus;person
11005238;Teutrine;Jens;20;Fraktion der Freien Demokratischen Partei;jensteutrine;person
11005239;Tippelt;Nico;20;Fraktion der Freien Demokratischen Partei;NicoTippelt;person
11005240;Troff-Schaffarzyk;Anja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;anja_troff;person
11005241;Türk-Nachbaur;Derya;20;Fraktion der Sozialdemokratischen Partei Deutschlands;derya_tn;person
11005242;Uhlig;Katrin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;katrinuhligbn;person
11005243;Ullrich;Frank;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005244;Vogt;Oliver;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005245;Wagener;Niklas;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;WagenerNiklas;person
11005246;Wagener;Robin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;robinwagener;person
11005247;Wagner;Carolin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005248;Wagner;Johannes;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;yooHannes;person
11005249;Wallstein;Maja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Krawallstein;person
11005250;Walter;Hannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands;HannesWalterSPD;person
11005251;Wegge;Carmen;20;Fraktion der Sozialdemokratischen Partei Deutschlands;CarmenWegge;person
11005252;Wegling;Melanie;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005253;Weishaupt;Saskia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;SaskiaLeaRaquel;person
11005254;Weiss;Maria-Lena;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;weisse_Lena;person
11005255;Wenzel;Stefan;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;StefWenzel;person
11005256;Werner;Lena;20;Fraktion der Sozialdemokratischen Partei Deutschlands;thereallenzii;person
11005257;Wiener;Klaus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;KlausWiener;person
11005258;Winkler;Tobias;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;TobiasWINKLER_;person
11005259;Winklmann;Tina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;TinaWinklmann;person
11005260;Wissler;Janine;20;Fraktion DIE LINKE.;Janine_Wissler;person
11005261;Wittmann;Mechthilde;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005262;Wollmann;Herbert;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005263;Wulf;Mareike Lotte;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;MareikeWulf;person
11005264;Wundrak;Joachim;20;Alternative für Deutschland;JoachimWundrak;person
11005265;Ziegler;Kay-Uwe;20;Alternative für Deutschland;KayUweZiegler71;person
11005266;Zippelius;Nicolas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;NZippelius;person
11005267;Zorn;Armand;20;Fraktion der Sozialdemokratischen Partei Deutschlands;ArmandZorn;person
11005268;Zschau;Katrin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005273;Raffelhüschen;Claudia;20;Fraktion der Freien Demokratischen Partei;CRaffelhueschen;person
11005289;Bünger;Clara;20;Fraktion DIE LINKE.;C_AB_;person
