bundestag_id;nachname;vorname;wp;fraktion
11005213;Schreider;Christian;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005214;Schröder;Christina-Johanne;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005215;Schröder;Ria;20;Fraktion der Freien Demokratischen Partei
11005216;Schulz;Anja;20;Fraktion der Freien Demokratischen Partei
11005217;Schulze;Svenja;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005218;Schwarz;Armin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005219;Seidler;Stefan;20;Fraktionslos
11005220;Seiter;Stephan;20;Fraktion der Freien Demokratischen Partei
11005221;Seitzl;Lina;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005222;Sekmen;Melis;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005223;Semet;Rainer;20;Fraktion der Freien Demokratischen Partei
11005224;Slawik;Nyke;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005225;Spallek;Anne Monika;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005226;Spellerberg;Merle;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005227;Stahr;Nina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005228;Steffen;Till;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005229;Stegner;Ralf;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005230;Steinmüller;Hanna;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005231;Sthamer;Nadja;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005232;Stöber;Klaus;20;Alternative für Deutschland
11005233;Stöcker;Diana;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005234;Stockmeier;Konrad;20;Fraktion der Freien Demokratischen Partei
11005235;Stumpp;Christina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005236;Stüwe;Ruppert;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005237;Tesfaiesus;Awet;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005238;Teutrine;Jens;20;Fraktion der Freien Demokratischen Partei
11005239;Tippelt;Nico;20;Fraktion der Freien Demokratischen Partei
11005240;Troff-Schaffarzyk;Anja;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005241;Türk-Nachbaur;Derya;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005242;Uhlig;Katrin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005243;Ullrich;Frank;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005244;Vogt;Oliver;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005245;Wagener;Niklas;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005246;Wagener;Robin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005247;Wagner;Carolin;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005248;Wagner;Johannes;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005249;Wallstein;Maja;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005250;Walter;Hannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005251;Wegge;Carmen;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005252;Wegling;Melanie;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005253;Weishaupt;Saskia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005254;Weiss;Maria-Lena;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005255;Wenzel;Stefan;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005256;Werner;Lena;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005257;Wiener;Klaus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005258;Winkler;Tobias;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005259;Winklmann;Tina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005260;Wissler;Janine;20;Fraktion DIE LINKE.
11005261;Wittmann;Mechthilde;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005262;Wollmann;Herbert;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005263;Wulf;Mareike Lotte;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005264;Wundrak;Joachim;20;Alternative für Deutschland
11005265;Ziegler;Kay-Uwe;20;Alternative für Deutschland
11005266;Zippelius;Nicolas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005267;Zorn;Armand;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005268;Zschau;Katrin;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005273;Raffelhüschen;Claudia;20;Fraktion der Freien Demokratischen Partei
11005289;Bünger;Clara;20;Fraktion DIE LINKE.
